Aggregate,5940906,7,5942430.0,4,8,5942430.0,855411278,REFERENCE,AggregateHash,0,1a48bd3a39e20462,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5902892,7,5896820.0,4,8,5896820.0,851931141,REFERENCE,AggregateHash,0,7d19fa930e67f9c1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5940906,7,5942430.0,4,8,5942430.0,915181191,REFERENCE,AggregateHash,0,1a48bd3a39e20462,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5949912,7,5942430.0,4,8,5942430.0,854002837,REFERENCE,AggregateHash,0,e4045eee81646eb0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5929262,7,5942430.0,4,8,5942430.0,857424582,REFERENCE,AggregateHash,0,81a44cc0d10b9eb8,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5906972,7,5896820.0,4,8,5896820.0,855956284,REFERENCE,AggregateHash,0,b2417c7a25d7a0a1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5920309,7,5942430.0,4,8,5942430.0,849868874,REFERENCE,AggregateHash,0,f4861be734996d3d,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5916591,7,5942430.0,4,8,5942430.0,842492040,REFERENCE,AggregateHash,0,f5aef478da6a9bcc,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5906972,7,5896820.0,4,8,5896820.0,847603076,REFERENCE,AggregateHash,0,b2417c7a25d7a0a1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5850871,7,5896810.0,4,8,5896810.0,831027061,REFERENCE,AggregateHash,0,6be7835de6b4d1ea,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5886255,7,5896810.0,4,8,5896810.0,849615892,REFERENCE,AggregateHash,0,d4f9e149097d68f9,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5925717,7,5942430.0,4,8,5942430.0,847716785,REFERENCE,AggregateHash,0,e34d45bba8873ec0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5923969,7,5942430.0,4,8,5942430.0,844380112,REFERENCE,AggregateHash,0,c4ac9a56a0868f06,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5923969,7,5942430.0,4,8,5942430.0,850136803,REFERENCE,AggregateHash,0,c4ac9a56a0868f06,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5936122,7,5942430.0,4,8,5942430.0,849852669,REFERENCE,AggregateHash,0,b530ac9facbd12b4,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5875024,7,5896810.0,4,8,5896810.0,839684798,REFERENCE,AggregateHash,0,5fb90f2d9a7abd16,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5850871,7,5896810.0,4,8,5896810.0,851679766,REFERENCE,AggregateHash,0,6be7835de6b4d1ea,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5906972,7,5896820.0,4,8,5896820.0,856877271,REFERENCE,AggregateHash,0,b2417c7a25d7a0a1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5902892,7,5896820.0,4,8,5896820.0,897345299,REFERENCE,AggregateHash,0,7d19fa930e67f9c1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5945423,7,5942430.0,4,8,5942430.0,847295615,REFERENCE,AggregateHash,0,899ed7a084d143c2,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5881838,7,5896810.0,4,8,5896810.0,857150928,REFERENCE,AggregateHash,0,c02611972b6472fc,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5925717,7,5942430.0,4,8,5942430.0,843319154,REFERENCE,AggregateHash,0,e34d45bba8873ec0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5942432,7,5942430.0,4,8,5942430.0,855476165,REFERENCE,AggregateHash,0,b677fb55002d6f92,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5855843,7,5896810.0,4,8,5896810.0,836110230,REFERENCE,AggregateHash,0,1f0a3c2cae30b6aa,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5865548,7,5896810.0,4,8,5896810.0,837760406,REFERENCE,AggregateHash,0,5aa537e0d658225a,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5954165,7,5942430.0,4,8,5942430.0,860930912,REFERENCE,AggregateHash,0,5847516f351e1a2e,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5914748,7,5942430.0,4,8,5942430.0,838840991,REFERENCE,AggregateHash,0,f16984c46aa94970,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5949912,7,5942430.0,4,8,5942430.0,866457252,REFERENCE,AggregateHash,0,e4045eee81646eb0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5888450,7,5896810.0,4,8,5896810.0,859704350,REFERENCE,AggregateHash,0,ae86c17a865bcff8,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5948421,7,5942430.0,4,8,5942430.0,896897726,REFERENCE,AggregateHash,0,7a589f8ab18426d6,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5956891,7,5942430.0,4,8,5942430.0,849302145,REFERENCE,AggregateHash,0,6fb3f7e54d76ceed,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5927446,7,5942430.0,4,8,5942430.0,845336301,REFERENCE,AggregateHash,0,6081c4fbd55e16ea,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5853339,7,5896810.0,4,8,5896810.0,965938064,REFERENCE,AggregateHash,0,4e4cb5b90ba5de03,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5855843,7,5896810.0,4,8,5896810.0,842445104,REFERENCE,AggregateHash,0,1f0a3c2cae30b6aa,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5865548,7,5896810.0,4,8,5896810.0,969723427,REFERENCE,AggregateHash,0,5aa537e0d658225a,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5937769,7,5942430.0,4,8,5942430.0,839769101,REFERENCE,AggregateHash,0,6198cc23ecdcee3c,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5958192,7,5942430.0,4,8,5942430.0,849036102,REFERENCE,AggregateHash,0,23be30a2d1ea7974,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5855843,7,5896810.0,4,8,5896810.0,856837669,REFERENCE,AggregateHash,0,1f0a3c2cae30b6aa,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5905015,7,5896820.0,4,8,5896820.0,861030373,REFERENCE,AggregateHash,0,9a1adec8eeee6ec1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5956891,7,5942430.0,4,8,5942430.0,849640339,REFERENCE,AggregateHash,0,6fb3f7e54d76ceed,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5894737,7,5896820.0,4,8,5896820.0,848062103,REFERENCE,AggregateHash,0,4cd86c93b28607d6,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5934362,7,5942430.0,4,8,5942430.0,859982965,REFERENCE,AggregateHash,0,9ab029783d34c8bb,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5916591,7,5942430.0,4,8,5942430.0,842183951,REFERENCE,AggregateHash,0,f5aef478da6a9bcc,92,2,6,"l_returnflag,l_linestatus",0
