"Aggregate",50441,3,1268.28,7,2,1268.28,1659674,"REFERENCE","store_returns","sr_store_sk","AggregateHash","No","62abd1717043ab45",1,""
"GetTable",0,0,0,100000,2,100000,8381,"","customer","","","","62abd1717043ab45",0,""
"Aggregate",55820,4,1268.28,50441,3,1268.28,19881578,"REFERENCE","store_returns","sr_customer_sk","AggregateHash","No","62abd1717043ab45",5,""
"Aggregate",55820,4,1268.28,50441,3,1268.28,19881578,"REFERENCE","store_returns","sr_store_sk","AggregateHash","No","62abd1717043ab45",5,""
"GetTable",0,0,0,12,2,12,6845,"","store","","","","62abd1717043ab45",0,""
"GetTable",0,0,0,287514,4,287514,31361,"","store_returns","","","","62abd1717043ab45",0,""
"GetTable",0,0,0,65535,2,65535,7334,"","date_dim","","","","62abd1717043ab45",0,""
"Aggregate",975,10,411.743,89,4,411.743,973091,"REFERENCE","date_dim","d_year","AggregateHash","No","48102a81fee54f33",2,""
"Aggregate",975,10,411.743,89,4,411.743,973091,"REFERENCE","item","i_brand","AggregateHash","No","48102a81fee54f33",2,""
"Aggregate",975,10,411.743,89,4,411.743,973091,"REFERENCE","item","i_brand_id","AggregateHash","No","48102a81fee54f33",2,""
"GetTable",0,0,0,73049,3,73049,12782,"","date_dim","","","","48102a81fee54f33",0,""
"GetTable",0,0,0,2880404,3,2.8804e+06,110217,"","store_sales","","","","48102a81fee54f33",0,""
"GetTable",0,0,0,18000,4,18000,5448,"","item","","","","48102a81fee54f33",0,""
"Aggregate",2858,10,31026.5,51,2,31026.5,297753,"REFERENCE","customer_address","ca_state","AggregateHash","No","43e0ae6c5f21fc66",2,""
"GetTable",0,0,0,18000,3,18000,10686,"","item","","","","43e0ae6c5f21fc66",0,""
"Aggregate",18000,3,18000,11,2,18000,2045990,"REFERENCE","item","i_category","AggregateHash","No","43e0ae6c5f21fc66",1,""
"GetTable",0,0,0,2880404,3,2.8804e+06,72918,"","store_sales","","","","43e0ae6c5f21fc66",0,""
"GetTable",0,0,0,100000,2,100000,8940,"","customer","","","","43e0ae6c5f21fc66",0,""
"GetTable",0,0,0,50000,2,50000,5028,"","customer_address","","","","43e0ae6c5f21fc66",0,""
"GetTable",0,0,0,73049,2,73049,7544,"","date_dim","","","","43e0ae6c5f21fc66",0,""
"Aggregate",31,3,28.3362,1,1,28.3362,68728,"REFERENCE","date_dim","d_month_seq","AggregateHash","No","43e0ae6c5f21fc66",1,""
"GetTable",0,0,0,65535,3,65535,4889,"","date_dim","","","","43e0ae6c5f21fc66",0,""
"Aggregate",7747,10,11475.3,5149,5,11475.3,11945780,"REFERENCE","item","i_item_id","AggregateHash","No","a5ed8e369e84a26a",1,""
"GetTable",0,0,0,18000,2,18000,9290,"","item","","","","a5ed8e369e84a26a",0,""
"GetTable",0,0,0,2880404,8,2.8804e+06,142206,"","store_sales","","","","a5ed8e369e84a26a",0,""
