INPUT_ROWS_LEFT,OUTPUT_ROWS,RUNTIME_NS,SCAN_TYPE,TABLE_NAME,COLUMN_NAME
0,0,29923,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
8,7,151598,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
24,23,130902,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
36,35,139954,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
47,46,145168,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
60,59,151811,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
67,66,162232,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
79,78,165402,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
88,87,176230,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
92,91,172112,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,99,134123,COLUMN_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,99,190737,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27686,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27126,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
4,0,63892,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
16,0,68358,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
27,0,73398,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
36,7,132110,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
46,17,141174,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
55,26,153474,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
61,32,150829,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
67,38,151581,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
77,48,155948,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,71,132641,COLUMN_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,71,172958,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27864,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27694,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
3,0,63153,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
8,0,65704,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
16,0,68385,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
24,0,70375,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
29,0,72259,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
36,0,74752,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
39,0,75632,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
47,0,79261,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
55,0,81147,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,40,125513,COLUMN_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,40,164803,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27901,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27440,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
1,0,61953,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
3,0,63131,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
4,0,63451,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
8,0,64641,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
11,0,65932,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
16,0,68532,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
19,0,68694,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
24,0,71236,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
27,0,72451,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,18,123042,COLUMN_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,18,162736,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27327,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27372,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27281,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27354,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27319,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27223,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27571,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27221,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27290,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27044,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,27155,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,0,79625,COLUMN_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
100,0,96578,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,28126,REFERENCE_SCAN,_cmc_1000_100,int_Unencoded_Uniform_0_1000
0,0,26344,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
13,12,149334,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
23,22,141141,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
32,31,139369,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
40,39,145053,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
51,50,149828,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
61,60,154546,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
73,72,163821,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
84,83,170244,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
91,90,170737,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,99,138480,COLUMN_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,99,178781,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,29471,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25460,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
9,0,72451,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
15,0,73628,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
24,0,76195,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
32,7,134410,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
37,12,136014,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
47,22,143189,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
54,29,146604,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
61,36,150667,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
70,45,162714,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,75,137761,COLUMN_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,75,174778,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,29606,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25920,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
6,0,71279,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
13,0,73705,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
15,0,73412,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
23,0,75951,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
25,0,75824,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
32,0,77816,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
35,0,79593,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
40,0,80164,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
47,0,82130,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,49,131711,COLUMN_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,49,167669,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,29294,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25886,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
3,0,70112,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
6,0,71053,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
9,0,72078,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
13,0,73779,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
15,0,73677,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
15,0,75074,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
16,0,74668,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
23,0,75982,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
24,0,76500,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,22,127682,COLUMN_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,22,161606,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,29427,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25362,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25217,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25728,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25342,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,28032,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25180,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25549,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25703,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25818,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,25178,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,0,50617,COLUMN_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
100,0,54781,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,29345,REFERENCE_SCAN,_cmc_1000_100,int_Dictionary_Uniform_0_1000
0,0,28062,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
12,11,137866,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
24,23,140510,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
31,30,141411,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
44,43,151218,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
51,50,156043,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
60,59,160540,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
68,67,169025,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
82,81,175873,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
89,88,177913,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,99,137201,COLUMN_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,99,187845,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28944,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,27878,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
8,0,71167,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
20,0,75506,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
26,0,78072,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
31,5,136306,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
40,14,142223,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
48,22,147239,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
53,27,150740,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
60,34,156963,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
67,41,160344,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,74,136820,COLUMN_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,74,183361,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,29754,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28505,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
6,0,69382,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
12,0,72065,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
20,0,76015,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
24,0,76146,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
26,0,78037,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
31,0,78492,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
37,0,81199,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
44,0,84037,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
48,0,85770,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,49,130916,COLUMN_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,49,176474,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,29257,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28289,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
4,0,68944,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
6,0,69552,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
8,0,69594,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
12,0,75909,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
15,0,72992,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
20,0,75153,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
21,0,80446,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
24,0,77863,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
26,0,78128,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,25,127097,COLUMN_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,25,169538,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,30033,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28215,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,27805,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,27920,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,27864,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28169,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28224,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,27804,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28026,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28464,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,27739,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,0,84577,COLUMN_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
100,0,104979,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,29058,REFERENCE_SCAN,_cmc_1000_100,int_RunLength_Uniform_0_1000
0,0,28611,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
8,7,146478,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
19,18,137539,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
31,30,141793,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
39,38,148088,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
49,48,154471,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
57,56,157064,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
68,67,165787,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
80,79,173480,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
93,92,178249,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,99,143608,COLUMN_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,99,183203,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,29659,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,29081,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
7,0,74069,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
16,0,76437,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
23,0,79014,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
31,5,136651,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
35,9,139816,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
45,19,145083,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
49,23,147228,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
57,31,150767,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
64,38,160389,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,74,141279,COLUMN_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,74,178453,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,61714,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28391,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
5,0,73580,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
8,0,74085,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
16,0,76047,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
19,0,77447,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
26,0,80334,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
31,0,80865,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
35,0,81126,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
39,0,82893,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
45,0,84096,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,51,136850,COLUMN_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,51,176038,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,29438,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28403,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
4,0,74612,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
5,0,73947,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
7,0,73834,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
8,0,73827,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
14,0,80272,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
16,0,76789,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
17,0,76629,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
19,0,79387,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
23,0,79021,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,30,132676,COLUMN_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,30,170134,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,29490,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28447,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28484,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28320,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28264,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28828,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28125,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28526,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28090,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28218,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,28223,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,0,89649,COLUMN_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
100,0,100625,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,29215,REFERENCE_SCAN,_cmc_1000_100,int_FrameOfReference_Uniform_0_1000
0,0,27735,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
9,8,562973,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
18,17,547643,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
26,25,540167,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
33,32,545411,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
42,41,547099,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
52,51,561087,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
67,66,586685,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
80,79,576904,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
90,89,582203,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
100,99,143640,COLUMN_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
100,99,591111,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
0,0,29274,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
0,0,28256,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
7,0,477312,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
15,0,483686,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
19,0,491155,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
26,5,534062,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
32,11,539923,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
35,14,538080,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
45,24,547680,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
52,31,558484,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
63,42,564528,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
100,79,141370,COLUMN_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
100,79,595706,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
0,0,29472,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
0,0,28103,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
4,0,467775,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
9,0,477565,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
15,0,480545,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
18,0,518985,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
21,0,479416,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
26,0,481452,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
29,0,477888,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
33,0,479793,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
35,0,498412,REFERENCE_SCAN,_cmc_1000_100,int_LZ4_Uniform_0_1000
