INPUT_ROWS_LEFT,OUTPUT_ROWS,RUNTIME_NS,SCAN_TYPE,TABLE_NAME,COLUMN_NAME
670,669,505854,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
779,778,550833,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
895,894,608677,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,999,383360,COLUMN_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,999,669545,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,27042,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26999,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
82,0,86995,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
153,0,109734,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
217,0,128622,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
293,52,232306,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
364,123,268606,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
433,192,311102,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
508,267,362566,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
587,346,403301,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
654,413,436676,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,759,371701,COLUMN_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,759,650787,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,27136,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,27860,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
58,0,81175,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
108,0,94350,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
153,0,112903,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
194,0,121273,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
240,0,136185,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
293,0,152275,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
344,0,168704,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
388,0,183683,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
433,0,196796,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,514,360299,COLUMN_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,514,606196,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,28374,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26525,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
27,0,69823,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
58,0,81044,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
82,0,88126,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
108,0,95487,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
126,0,103583,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
153,0,109084,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
176,0,115848,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
194,0,121646,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
217,0,133675,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,273,311340,COLUMN_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,273,536038,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26573,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26555,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26424,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,27800,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26342,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,27224,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26942,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26174,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,32990,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26659,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26705,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,0,205117,COLUMN_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
1000,0,386960,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,26941,REFERENCE_SCAN,_cmc_1000_1000,int_Unencoded_Uniform_0_1000
0,0,24820,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
91,90,173206,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
188,187,215539,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
289,288,269370,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
411,410,322451,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
507,506,359464,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
609,608,434776,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
711,710,474562,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
798,797,549631,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
901,900,552248,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,999,395367,COLUMN_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,999,595329,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,29025,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24971,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
62,0,83993,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
143,0,102913,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
207,0,119201,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
289,56,214621,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
379,146,273637,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
452,219,300442,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
527,294,346990,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
609,376,383016,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
685,452,409176,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,767,382636,COLUMN_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,767,569871,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,28698,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24652,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
44,0,78695,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
91,0,90567,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
143,0,103161,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
188,0,113920,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
232,0,125819,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
289,0,139322,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
346,0,157427,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
411,0,169185,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
452,0,178963,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,493,379251,COLUMN_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,493,510190,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,28859,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24929,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
23,0,74015,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
44,0,78450,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
62,0,82726,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
91,0,89814,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
115,0,95791,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
143,0,103046,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
159,0,106591,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
188,0,113785,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
207,0,118709,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,243,304890,COLUMN_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,243,458016,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,28646,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,29530,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,25222,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,25539,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,25017,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24698,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24679,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,25027,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,25054,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24791,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,24478,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,0,48962,COLUMN_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
1000,0,82645,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,27974,REFERENCE_SCAN,_cmc_1000_1000,int_Dictionary_Uniform_0_1000
0,0,27804,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
99,98,197929,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
181,180,243212,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
274,273,307949,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
372,371,358703,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
478,477,416614,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
570,569,531851,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
675,674,543507,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
789,788,599282,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
906,905,654273,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,999,396316,COLUMN_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,999,699227,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,28892,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27222,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
74,0,106186,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
141,0,129761,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
197,0,149339,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
274,52,251776,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
349,127,335022,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
430,208,350854,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
506,284,401527,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
570,348,436146,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
641,419,473719,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,778,384920,COLUMN_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,778,675913,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,29034,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27261,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
47,0,95299,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
99,0,114349,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
141,0,133402,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
181,0,143897,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
222,0,163533,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
274,0,176712,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
319,0,192798,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
372,0,212451,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
430,0,233201,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,522,372668,COLUMN_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,522,650444,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,28622,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27208,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
23,0,87230,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
47,0,96082,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
74,0,104815,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
99,0,114279,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
124,0,123395,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
141,0,130296,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
160,0,140772,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
181,0,144715,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
197,0,167418,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,263,350419,COLUMN_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,263,592337,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,30853,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27580,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27428,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,26944,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27413,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27543,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27322,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27195,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27783,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27707,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,27547,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,0,234056,COLUMN_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
1000,0,425822,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,29430,REFERENCE_SCAN,_cmc_1000_1000,int_RunLength_Uniform_0_1000
0,0,28000,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
98,96,174993,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
203,201,227599,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
295,293,278396,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
402,400,326193,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
498,496,364019,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
589,587,432631,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
701,699,481077,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
799,797,524567,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
896,894,562358,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,998,447016,COLUMN_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,998,609525,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,28642,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27477,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
73,0,88806,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
149,0,108115,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
232,0,128611,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
295,42,219588,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
373,120,256954,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
447,194,299210,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
525,272,346515,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
589,336,378819,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
671,418,408770,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,747,421699,COLUMN_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,747,578235,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,29318,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27771,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
45,0,81563,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
98,0,94857,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
149,0,107865,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
203,0,121727,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
253,0,134089,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
295,0,144562,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
350,0,158552,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
402,0,170922,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
447,0,183031,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,501,359220,COLUMN_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,501,564459,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,29478,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27542,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
22,0,75817,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
45,0,81173,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
73,0,90353,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
98,0,94886,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
121,0,100270,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
149,0,108298,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
173,0,114180,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
203,0,121809,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
232,0,128741,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,245,317959,COLUMN_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,245,467511,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,28516,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27424,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,51297,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27808,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27942,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27548,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27377,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27232,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27387,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27141,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27667,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,0,242339,COLUMN_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
1000,0,325669,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,28510,REFERENCE_SCAN,_cmc_1000_1000,int_FrameOfReference_Uniform_0_1000
0,0,27333,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
103,102,674966,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
193,192,685471,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
300,299,824607,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
391,390,788462,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
486,485,798920,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
593,592,900075,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
702,701,968931,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
818,817,1001315,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
907,906,1049933,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
1000,999,432398,COLUMN_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
1000,999,1102106,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
0,0,31519,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
0,0,29452,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
77,0,533647,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
142,0,569403,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
216,0,589363,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
300,46,676938,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
367,113,687477,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
436,182,731127,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
518,264,801753,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
593,339,840058,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
674,420,895407,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
1000,746,424041,COLUMN_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
1000,746,1073155,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
0,0,28381,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
0,0,26996,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
51,0,486673,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
103,0,499059,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
142,0,523824,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
193,0,531923,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
252,0,559173,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
300,0,569044,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
339,0,586456,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
391,0,600252,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
436,0,616796,REFERENCE_SCAN,_cmc_1000_1000,int_LZ4_Uniform_0_1000
