reduction_type,benchmark,query,input_count,output_count
legacy,joinorder,27b,4523930,15
legacy,joinorder,27c,29997,548
legacy,joinorder,27c,2528312,87
legacy,joinorder,27c,135086,18
legacy,joinorder,27c,1271989,50
legacy,joinorder,27c,234997,22
legacy,joinorder,27c,936223,33
legacy,joinorder,28a,2528312,1325257
legacy,joinorder,28a,135086,28666
legacy,joinorder,28a,440138,13379
legacy,joinorder,28a,234997,1171
legacy,joinorder,28a,1380035,7908
legacy,joinorder,28a,4523930,53146
legacy,joinorder,28b,1012920,55481
legacy,joinorder,28b,135086,2203
legacy,joinorder,28b,440138,518
legacy,joinorder,28b,308267,75
legacy,joinorder,28b,234997,151
legacy,joinorder,28b,4523930,1293
legacy,joinorder,28c,1012920,538294
legacy,joinorder,28c,135086,20693
legacy,joinorder,28c,440138,15361
legacy,joinorder,28c,234997,1476
legacy,joinorder,28c,1380035,7158
legacy,joinorder,28c,4523930,77003
legacy,joinorder,29a,836701,77
legacy,joinorder,29a,135086,1
legacy,joinorder,29a,50011,1
legacy,joinorder,29a,901343,3
legacy,joinorder,29a,2609129,22
legacy,joinorder,29a,2963664,163
legacy,joinorder,29a,13590555,458
legacy,joinorder,29a,4523930,108
legacy,joinorder,29b,836701,77
legacy,joinorder,29b,77,1
legacy,joinorder,29b,135086,1
legacy,joinorder,29b,50011,1
legacy,joinorder,29b,901343,3
legacy,joinorder,29b,2609129,22
legacy,joinorder,29b,2963664,163
legacy,joinorder,29b,387683,1
legacy,joinorder,29b,4523930,108
legacy,joinorder,29c,1042800,523
legacy,joinorder,29c,135086,72
legacy,joinorder,29c,2609129,421
legacy,joinorder,29c,13590555,5764
legacy,joinorder,29c,3140339,264
legacy,joinorder,29c,50011,3
legacy,joinorder,29c,901343,220
legacy,joinorder,29c,2963664,971
legacy,joinorder,2a,2609129,195565
legacy,joinorder,2a,2528312,10612
legacy,joinorder,2b,2609129,195565
legacy,joinorder,2b,2528312,6329
legacy,joinorder,2c,2609129,195565
legacy,joinorder,2c,2528312,0
legacy,joinorder,2d,2609129,195565
legacy,joinorder,2d,2528312,61212
legacy,joinorder,30a,135086,15015
legacy,joinorder,30a,2528312,159861
legacy,joinorder,30a,1380035,1231
legacy,joinorder,30a,4523930,43569
legacy,joinorder,30a,1244716,650
legacy,joinorder,30a,3184466,710
legacy,joinorder,30b,2528312,159861
legacy,joinorder,30b,135086,15015
legacy,joinorder,30b,1380035,6
legacy,joinorder,30b,4523930,291
legacy,joinorder,30b,1244716,5
legacy,joinorder,30b,3184466,12
legacy,joinorder,30c,135086,32157
legacy,joinorder,30c,2528312,358941
legacy,joinorder,30c,1380035,24304
legacy,joinorder,30c,4523930,397427
legacy,joinorder,30c,1244716,7534
legacy,joinorder,30c,3184466,6317
legacy,joinorder,31a,1380035,4308
legacy,joinorder,31a,2528312,3618
legacy,joinorder,31a,73047,483
legacy,joinorder,31a,4523930,21729
legacy,joinorder,31a,1244716,450
legacy,joinorder,31a,3184466,562
legacy,joinorder,31b,2528312,305
legacy,joinorder,31b,1380035,434
legacy,joinorder,31b,73047,9
legacy,joinorder,31b,4523930,714
legacy,joinorder,31b,1244716,10
legacy,joinorder,31b,3184466,17
legacy,joinorder,31c,2528312,3618
legacy,joinorder,31c,1380035,4308
legacy,joinorder,31c,188971,912
legacy,joinorder,31c,4523930,27591
legacy,joinorder,31c,1244716,523
legacy,joinorder,31c,4167491,875
legacy,joinorder,32a,2528312,3
legacy,joinorder,32a,29997,0
legacy,joinorder,32a,18,0
legacy,joinorder,32a,2528312,0
legacy,joinorder,32b,2528312,102880
legacy,joinorder,32b,29997,5227
legacy,joinorder,32b,18,16
legacy,joinorder,32b,2528312,9137
legacy,joinorder,33a,2609129,3634
legacy,joinorder,33a,445860,350
legacy,joinorder,33a,2528312,1710
legacy,joinorder,33a,84843,37
legacy,joinorder,33a,2609129,189
legacy,joinorder,33a,234997,98
legacy,joinorder,33a,479,465
legacy,joinorder,33b,2609129,3634
legacy,joinorder,33b,3634,188
legacy,joinorder,33b,2528312,1710
legacy,joinorder,33b,119565,93
legacy,joinorder,33b,2609129,14
legacy,joinorder,33b,234997,5
legacy,joinorder,33b,674828,3
legacy,joinorder,33b,1380035,3
legacy,joinorder,33c,2609129,3634
legacy,joinorder,33c,1042800,907
legacy,joinorder,33c,2528312,1710
legacy,joinorder,33c,234997,341
legacy,joinorder,33c,2609129,1036
legacy,joinorder,33c,15231,15093
legacy,joinorder,33c,234997,287
legacy,joinorder,3a,1012920,88359
legacy,joinorder,3a,4523930,536771
legacy,joinorder,3b,4523930,8392
legacy,joinorder,3b,391666,841
legacy,joinorder,3c,4523930,3314052
legacy,joinorder,3c,2528312,1377716
legacy,joinorder,4a,4523930,3151469
legacy,joinorder,4a,1012920,296111
legacy,joinorder,4b,4523930,6727
legacy,joinorder,4b,391666,129
legacy,joinorder,4c,4523930,3660227
legacy,joinorder,4c,2528312,995324
legacy,joinorder,5a,113,7
legacy,joinorder,5a,24025,2356
legacy,joinorder,5a,1012920,0
legacy,joinorder,5b,1418,1259
legacy,joinorder,5b,113,5
legacy,joinorder,5b,391666,0
legacy,joinorder,5c,113,8
legacy,joinorder,5c,487819,397111
legacy,joinorder,5c,2528312,1626
legacy,joinorder,6a,4523930,14
legacy,joinorder,6a,36244344,1520
legacy,joinorder,6a,2,1
legacy,joinorder,6a,391666,14
legacy,joinorder,6b,4523930,35548
legacy,joinorder,6b,36244344,531
legacy,joinorder,6b,2,1
legacy,joinorder,6c,4523930,14
legacy,joinorder,6c,438,2
legacy,joinorder,6c,36244344,55
legacy,joinorder,6c,2,1
legacy,joinorder,6d,4523930,35548
legacy,joinorder,6d,36244344,1838244
legacy,joinorder,6d,2,2
legacy,joinorder,6d,2528312,74981
legacy,joinorder,6e,4523930,14
legacy,joinorder,6e,36244344,1520
legacy,joinorder,6e,2,1
legacy,joinorder,6e,2528312,37
legacy,joinorder,6f,4523930,35548
legacy,joinorder,6f,2528312,74981
legacy,joinorder,6f,36244344,832683
legacy,joinorder,6f,4167491,1024456
legacy,joinorder,7a,36244344,11126
legacy,joinorder,7a,1007327,64
legacy,joinorder,7a,29997,621
legacy,joinorder,7a,340186,9
legacy,joinorder,7a,674692,7
legacy,joinorder,7b,36244344,11126
legacy,joinorder,7b,29997,621
legacy,joinorder,7b,76065,660
legacy,joinorder,7b,165759,1
legacy,joinorder,7b,674692,2
legacy,joinorder,7c,36244344,6325551
legacy,joinorder,7c,901343,62391
legacy,joinorder,7c,2528312,25225
legacy,joinorder,7c,941792,11795
legacy,joinorder,8a,48897,1927
legacy,joinorder,8a,2528312,21404
legacy,joinorder,8a,21066,29
legacy,joinorder,8a,901343,7
legacy,joinorder,8b,93095,226
legacy,joinorder,8b,48897,3
legacy,joinorder,8b,21066,2
legacy,joinorder,8b,901343,4
legacy,joinorder,8c,2528312,1214121
legacy,joinorder,8c,2728943,1466808
legacy,joinorder,8c,4167491,587549
legacy,joinorder,8d,2528312,1214121
legacy,joinorder,8d,276403,154416
legacy,joinorder,8d,4167491,70749
legacy,joinorder,9a,3140339,141061
legacy,joinorder,9a,2609129,239955
legacy,joinorder,9a,6768,152
legacy,joinorder,9a,1107888,80959
legacy,joinorder,9a,901343,53
legacy,joinorder,9b,3140339,120393
legacy,joinorder,9b,440138,40228
legacy,joinorder,9b,512825,34190
legacy,joinorder,9b,5409,13
legacy,joinorder,9b,901343,3214
legacy,joinorder,9c,3140339,141061
legacy,joinorder,9c,2609129,239955
legacy,joinorder,9c,50011,1203
legacy,joinorder,9c,2528312,188303
legacy,joinorder,9c,901343,811
legacy,joinorder,9d,3140339,141061
legacy,joinorder,9d,961555,26258
legacy,joinorder,9d,2609129,239955
legacy,joinorder,9d,2528312,188303
legacy,joinorder,9d,901343,19371
semi,starschema,2.1,59986214,2394962
semi,starschema,2.1,2394962,2394962
semi,starschema,2.2,59986214,477230
semi,starschema,2.2,477230,477230
semi,starschema,2.3,59986214,59606
semi,starschema,2.3,59606,59606
semi,starschema,3.1,59986214,54654552
semi,starschema,3.1,54654552,10937383
semi,starschema,3.2,59986214,2427213
semi,starschema,3.2,2427213,96683
semi,starschema,3.2,96683,88131
semi,starschema,3.3,59986214,492333
semi,starschema,3.3,492333,3908
semi,starschema,3.3,2192,1732
semi,starschema,3.4,59986214,492333
semi,starschema,3.4,492333,6325
semi,starschema,4.1,59986214,59986214
semi,starschema,4.2,59986214,14430083
semi,starschema,4.2,14430083,2959049
semi,starschema,4.3,59986214,2427213
semi,starschema,4.3,2427213,97008
semi,starschema,4.3,97008,23322
prototype,starschema,2.1,59986214,28238770
prototype,starschema,2.1,28238770,28238770
prototype,starschema,2.2,59986214,1400393
prototype,starschema,2.2,1400393,1400393
prototype,starschema,2.3,59986214,61990
prototype,starschema,2.3,61990,61990
prototype,starschema,3.1,59986214,54654552
prototype,starschema,3.1,54654552,11040923
prototype,starschema,3.2,59986214,2427213
prototype,starschema,3.2,2427213,251473
prototype,starschema,3.2,251473,229054
prototype,starschema,3.3,59986214,492333
prototype,starschema,3.3,492333,4364
prototype,starschema,3.3,2192,1732
prototype,starschema,3.4,59986214,492333
prototype,starschema,3.4,492333,6325
prototype,starschema,4.1,59986214,59986214
prototype,starschema,4.2,59986214,14430083
prototype,starschema,4.2,14430083,2993987
prototype,starschema,4.3,59986214,2427213
prototype,starschema,4.3,2427213,1141106
prototype,starschema,4.3,1141106,274937
legacy,starschema,2.1,59986214,2394962
legacy,starschema,2.1,2394962,2394962
legacy,starschema,2.2,59986214,477230
legacy,starschema,2.2,477230,477230
legacy,starschema,2.3,59986214,59606
legacy,starschema,2.3,59606,59606
legacy,starschema,3.1,59986214,54654552
legacy,starschema,3.1,54654552,10937383
legacy,starschema,3.2,59986214,2427213
legacy,starschema,3.2,2427213,96683
legacy,starschema,3.2,96683,88131
legacy,starschema,3.3,59986214,492333
legacy,starschema,3.3,492333,3908
legacy,starschema,3.3,2192,1732
legacy,starschema,3.4,59986214,492333
legacy,starschema,3.4,492333,6325
legacy,starschema,4.1,59986214,59986214
legacy,starschema,4.2,59986214,14430083
legacy,starschema,4.2,14430083,2959049
legacy,starschema,4.3,59986214,2427213
legacy,starschema,4.3,2427213,97008
legacy,starschema,4.3,97008,23322
prototype:18,tpch,TPC-H 02,8000000,36008
prototype:18,tpch,TPC-H 02,100000,20042
prototype:18,tpch,TPC-H 02,36008,7295
prototype:18,tpch,TPC-H 03,32559112,32559112
prototype:18,tpch,TPC-H 04,59986052,59770909
prototype:18,tpch,TPC-H 05,100000,20051
prototype:18,tpch,TPC-H 05,59986052,12249048
prototype:18,tpch,TPC-H 05,12249048,12249048
prototype:18,tpch,TPC-H 07,100000,8054
prototype:18,tpch,TPC-H 07,18230325,1474546
prototype:18,tpch,TPC-H 07,1500000,119279
prototype:18,tpch,TPC-H 07,15000000,6755476
prototype:18,tpch,TPC-H 07,1474546,1474546
prototype:18,tpch,TPC-H 08,4557513,4415021
prototype:18,tpch,TPC-H 09,8000000,3074652
prototype:18,tpch,TPC-H 10,14808183,14749734
prototype:18,tpch,TPC-H 12,15000000,13513231
prototype:18,tpch,TPC-H 16,8000000,7391756
prototype:18,tpch,TPC-H 17,59986052,60030
prototype:18,tpch,TPC-H 19,2141904,5335
prototype:18,tpch,TPC-H 20,9106637,184642
prototype:18,tpch,TPC-H 20,184642,151169
prototype:18,tpch,TPC-H 21,59986052,2406485
prototype:18,tpch,TPC-H 21,59986052,59929057
prototype:18,tpcds,01,500000,334583
prototype:18,tpcds,03,28800991,51799
prototype:18,tpcds,03,51799,7852
prototype:18,tpcds,10,1920800,4711
prototype:18,tpcds,10,280942,2477
prototype:18,tpcds,10,540591,5177
prototype:18,tpcds,10,1092669,1717
prototype:18,tpcds,13,250000,217857
prototype:18,tpcds,13,1920800,181953
prototype:18,tpcds,13,7200,677
prototype:18,tpcds,15,500000,65966
prototype:18,tpcds,16,7,4
prototype:18,tpcds,16,12087,6657
prototype:18,tpcds,16,1439749,1978
prototype:18,tpcds,16,14401261,19072
prototype:18,tpcds,17,1594247,172476
prototype:18,tpcds,17,102000,0
prototype:18,tpcds,19,883317,16160
prototype:18,tpcds,19,500000,15277
prototype:18,tpcds,19,250000,13878
prototype:18,tpcds,25,1498602,41402
prototype:18,tpcds,25,102000,16100
prototype:18,tpcds,29,14401261,8537596
prototype:18,tpcds,29,102000,3
prototype:18,tpcds,31,7197566,384845
prototype:18,tpcds,31,250000,33209
prototype:18,tpcds,31,7197566,218552
prototype:18,tpcds,31,250000,18386
prototype:18,tpcds,31,28800991,1465918
prototype:18,tpcds,31,28800991,790723
prototype:18,tpcds,31,28800991,839034
prototype:18,tpcds,31,7197566,208405
prototype:18,tpcds,31,250000,17402
prototype:18,tpcds,32,20,11
prototype:18,tpcds,34,500000,1200
prototype:18,tpcds,35,1920800,1897287
prototype:18,tpcds,37,14401261,536
prototype:18,tpcds,39a,133110000,2040000
prototype:18,tpcds,39a,133110000,2040000
prototype:18,tpcds,39b,133110000,2040000
prototype:18,tpcds,39b,133110000,2040000
prototype:18,tpcds,42,28800991,881977
prototype:18,tpcds,42,881977,16100
prototype:18,tpcds,43,28800991,5519143
prototype:18,tpcds,45,102000,54107
prototype:18,tpcds,45,500000,19180
prototype:18,tpcds,48,1920800,856673
prototype:18,tpcds,50,28800991,822539
prototype:18,tpcds,52,28800991,881977
prototype:18,tpcds,52,881977,16100
prototype:18,tpcds,55,879791,15809
prototype:18,tpcds,69,1920800,6398
prototype:18,tpcds,73,500000,14
prototype:18,tpcds,79,500000,131064
prototype:18,tpcds,81,250000,220191
prototype:18,tpcds,81,500000,438432
prototype:18,tpcds,81,438432,21723
prototype:18,tpcds,82,15,6
prototype:18,tpcds,82,28800991,2505
prototype:18,tpcds,84,1920800,838
prototype:18,tpcds,84,2875432,1212
prototype:18,tpcds,85,719217,158119
prototype:18,tpcds,85,158119,97300
prototype:18,tpcds,85,1920800,12768
prototype:18,tpcds,85,10804,3088
prototype:18,tpcds,91,500000,21268
prototype:18,tpcds,92,100,46
prototype:18,tpcds,94,8,3
prototype:18,tpcds,94,7941,2235
prototype:18,tpcds,94,719217,1174
prototype:18,tpcds,94,7197566,11452
prototype:18,tpcds,95,8,3
prototype:18,tpcds,95,7941,2235
prototype:18,tpcds,95,719217,1174
prototype:18,tpcds,95,7197566,11452
prototype:18,joinorder,10a,3140339,155
prototype:18,joinorder,10a,1012920,54
prototype:18,joinorder,10b,391666,917
prototype:18,joinorder,10b,1435439,1687
prototype:18,joinorder,10b,3140339,0
prototype:18,joinorder,10c,1435439,1433471
prototype:18,joinorder,10c,3140339,1
prototype:18,joinorder,10c,1749032,6
prototype:18,joinorder,11a,29997,294
prototype:18,joinorder,11a,1271989,91
prototype:18,joinorder,11a,910581,22
prototype:18,joinorder,11a,234997,32
prototype:18,joinorder,11b,29997,294
prototype:18,joinorder,11b,1271989,80
prototype:18,joinorder,11b,234997,37
prototype:18,joinorder,11b,36,1
prototype:18,joinorder,11c,2609129,23709
prototype:18,joinorder,11c,4523930,202892
prototype:18,joinorder,11c,29997,270
prototype:18,joinorder,11c,2528312,4
prototype:18,joinorder,11d,29997,3253
prototype:18,joinorder,11d,2528312,181
prototype:18,joinorder,11d,2609129,902
prototype:18,joinorder,11d,234997,222
prototype:18,joinorder,12a,52629,48319
prototype:18,joinorder,12a,2609129,10602
prototype:18,joinorder,12a,445860,440
prototype:18,joinorder,12a,84843,347
prototype:18,joinorder,12b,2528312,10
prototype:18,joinorder,12b,14835720,581
prototype:18,joinorder,12b,2609129,33
prototype:18,joinorder,12c,192839,183844
prototype:18,joinorder,12c,2609129,139759
prototype:18,joinorder,12c,1042800,13068
prototype:18,joinorder,12c,84843,2862
prototype:18,joinorder,13a,2528312,2509013
prototype:18,joinorder,13a,14835720,330338
prototype:18,joinorder,13b,2528312,2509013
prototype:18,joinorder,13b,2609129,2596813
prototype:18,joinorder,13b,84843,58
prototype:18,joinorder,13b,14835720,967
prototype:18,joinorder,13c,2609129,181
prototype:18,joinorder,13c,84843,34
prototype:18,joinorder,13c,1380035,57
prototype:18,joinorder,13c,14835720,142
prototype:18,joinorder,13d,2528312,2509013
prototype:18,joinorder,13d,2609129,2596813
prototype:18,joinorder,13d,84843,42821
prototype:18,joinorder,13d,14835720,4066353
prototype:18,joinorder,14a,391666,391459
prototype:18,joinorder,14a,1380035,159350
prototype:18,joinorder,14a,4523930,73599
prototype:18,joinorder,14b,373409,373251
prototype:18,joinorder,14b,4523930,2551993
prototype:18,joinorder,14b,391666,303
prototype:18,joinorder,14c,1380035,1379441
prototype:18,joinorder,14c,4523930,3954215
prototype:18,joinorder,14c,1012920,6684
prototype:18,joinorder,15a,361472,115
prototype:18,joinorder,15a,2528312,1785
prototype:18,joinorder,15a,61664,42
prototype:18,joinorder,15a,4523930,182
prototype:18,joinorder,15b,716259,254
prototype:18,joinorder,15b,254,73
prototype:18,joinorder,15b,361472,115
prototype:18,joinorder,15b,4523930,37
prototype:18,joinorder,15c,2528312,1797
prototype:18,joinorder,15c,361472,119
prototype:18,joinorder,15c,2609129,242
prototype:18,joinorder,15c,4523930,694
prototype:18,joinorder,15d,2528312,14004
prototype:18,joinorder,15d,361472,1009
prototype:18,joinorder,15d,2609129,1225
prototype:18,joinorder,15d,4523930,2229
prototype:18,joinorder,16a,2609129,272809
prototype:18,joinorder,16a,36244344,1232166
prototype:18,joinorder,16a,4167491,3899646
prototype:18,joinorder,16a,901343,854740
prototype:18,joinorder,16a,68245,866
prototype:18,joinorder,16b,2609129,272809
prototype:18,joinorder,16b,36244344,1232166
prototype:18,joinorder,16b,4167491,3899646
prototype:18,joinorder,16b,901343,854740
prototype:18,joinorder,16b,2528312,54730
prototype:18,joinorder,16c,2609129,272809
prototype:18,joinorder,16c,36244344,1232166
prototype:18,joinorder,16c,4167491,3899646
prototype:18,joinorder,16c,901343,854740
prototype:18,joinorder,16c,946906,16051
prototype:18,joinorder,16d,2609129,272809
prototype:18,joinorder,16d,36244344,1232166
prototype:18,joinorder,16d,4167491,3899646
prototype:18,joinorder,16d,901343,854740
prototype:18,joinorder,16d,692556,11994
prototype:18,joinorder,17a,36244344,2867972
prototype:18,joinorder,17a,2528312,162947
prototype:18,joinorder,17a,343399,338745
prototype:18,joinorder,17a,2609129,156412
prototype:18,joinorder,17b,36244344,2867972
prototype:18,joinorder,17b,2609129,263337
prototype:18,joinorder,17b,36174,35668
prototype:18,joinorder,17b,2528312,4795
prototype:18,joinorder,17c,36244344,2867972
prototype:18,joinorder,17c,2664,2620
prototype:18,joinorder,17c,2609129,263337
prototype:18,joinorder,17c,2528312,184
prototype:18,joinorder,17d,36244344,2867972
prototype:18,joinorder,17d,2528312,162947
prototype:18,joinorder,17d,5216,5153
prototype:18,joinorder,17d,2609129,9876
prototype:18,joinorder,17e,2609129,272809
prototype:18,joinorder,17e,36244344,1232166
prototype:18,joinorder,17e,4167491,3899646
prototype:18,joinorder,17e,2528312,57787
prototype:18,joinorder,17f,36244344,2867972
prototype:18,joinorder,17f,2528312,162947
prototype:18,joinorder,17f,536716,529437
prototype:18,joinorder,17f,2609129,184684
prototype:18,joinorder,18a,14906,14809
prototype:18,joinorder,18a,1380035,10644
prototype:18,joinorder,18a,14835720,82342
prototype:18,joinorder,18a,2528312,394
prototype:18,joinorder,18b,961555,697944
prototype:18,joinorder,18b,52629,10224
prototype:18,joinorder,18b,784488,8
prototype:18,joinorder,18c,3184466,2324621
prototype:18,joinorder,18c,1380035,847345
prototype:18,joinorder,18c,2528312,1451947
prototype:18,joinorder,18c,1244716,275346
prototype:18,joinorder,19a,3140339,267962
prototype:18,joinorder,19a,901343,30081
prototype:18,joinorder,19a,574556,125246
prototype:18,joinorder,19a,6768,222
prototype:18,joinorder,19a,2609129,367
prototype:18,joinorder,19a,13590555,2163
prototype:18,joinorder,19b,3140339,192652
prototype:18,joinorder,19b,5409,150
prototype:18,joinorder,19b,7,4
prototype:18,joinorder,19b,901343,25082
prototype:18,joinorder,19b,440138,23
prototype:18,joinorder,19b,13590555,372
prototype:18,joinorder,19c,3140339,267962
prototype:18,joinorder,19c,50011,1882
prototype:18,joinorder,19c,2528312,543213
prototype:18,joinorder,19c,901343,30081
prototype:18,joinorder,19c,2609129,3614
prototype:18,joinorder,19c,13590555,18579
prototype:18,joinorder,19d,3140339,267962
prototype:18,joinorder,19d,961555,39822
prototype:18,joinorder,19d,2528312,543213
prototype:18,joinorder,19d,901343,30081
prototype:18,joinorder,19d,2609129,106891
prototype:18,joinorder,19d,14835720,181909
prototype:18,joinorder,1a,2609129,8309
prototype:18,joinorder,1a,2528312,105
prototype:18,joinorder,1b,2609129,120
prototype:18,joinorder,1b,716259,4
prototype:18,joinorder,1c,17816,23
prototype:18,joinorder,1c,391666,12
prototype:18,joinorder,1d,2609129,120
prototype:18,joinorder,1d,2528312,3
prototype:18,joinorder,20a,2528312,87787
prototype:18,joinorder,20a,135086,13265
prototype:18,joinorder,20a,36244344,381842
prototype:18,joinorder,20b,2528312,87787
prototype:18,joinorder,20b,135086,13265
prototype:18,joinorder,20b,36244344,144561
prototype:18,joinorder,20c,2528312,44459
prototype:18,joinorder,20c,135086,9105
prototype:18,joinorder,20c,36244344,131110
prototype:18,joinorder,20c,4167491,3693
prototype:18,joinorder,21a,29997,294
prototype:18,joinorder,21a,910581,25
prototype:18,joinorder,21a,1271989,69
prototype:18,joinorder,21a,234997,32
prototype:18,joinorder,21a,153897,31
prototype:18,joinorder,21b,29997,6915
prototype:18,joinorder,21b,1042800,52
prototype:18,joinorder,21b,1271989,92
prototype:18,joinorder,21b,234997,43
prototype:18,joinorder,21b,4523930,324
prototype:18,joinorder,21c,29997,294
prototype:18,joinorder,21c,2528312,29
prototype:18,joinorder,21c,1271989,91
prototype:18,joinorder,21c,234997,42
prototype:18,joinorder,21c,936223,55
prototype:18,joinorder,22a,440138,439869
prototype:18,joinorder,22a,662065,661536
prototype:18,joinorder,22a,234997,2140
prototype:18,joinorder,22a,1380035,6865
prototype:18,joinorder,22a,4523930,28676
prototype:18,joinorder,22b,533369,532939
prototype:18,joinorder,22b,440138,439869
prototype:18,joinorder,22b,1380035,450
prototype:18,joinorder,22b,234997,251
prototype:18,joinorder,22b,4523930,1493
prototype:18,joinorder,22c,440138,439969
prototype:18,joinorder,22c,1012920,1012423
prototype:18,joinorder,22c,234997,5631
prototype:18,joinorder,22c,1380035,39461
prototype:18,joinorder,22c,4523930,204931
prototype:18,joinorder,22d,2609129,2607987
prototype:18,joinorder,22d,1012920,1012423
prototype:18,joinorder,22d,234997,69851
prototype:18,joinorder,22d,1380035,428849
prototype:18,joinorder,22d,4523930,367842
prototype:18,joinorder,23a,2528312,37594
prototype:18,joinorder,23a,11990,2774
prototype:18,joinorder,23a,2609129,22455
prototype:18,joinorder,23a,4523930,156
prototype:18,joinorder,23b,2528312,1107
prototype:18,joinorder,23b,544,385
prototype:18,joinorder,23b,135086,128
prototype:18,joinorder,23b,2609129,1003
prototype:18,joinorder,23b,1771,2
prototype:18,joinorder,23c,2528312,37594
prototype:18,joinorder,23c,5053,4
prototype:18,joinorder,23c,2609129,62511
prototype:18,joinorder,23c,4523930,166
prototype:18,joinorder,24a,391666,464
prototype:18,joinorder,24a,2609129,3265
prototype:18,joinorder,24a,13590555,19212
prototype:18,joinorder,24a,1576,556
prototype:18,joinorder,24a,3140339,221
prototype:18,joinorder,24a,50011,6
prototype:18,joinorder,24a,901343,338
prototype:18,joinorder,24b,4523930,88
prototype:18,joinorder,24b,2609129,36
prototype:18,joinorder,24b,13590555,280
prototype:18,joinorder,24b,867477,57
prototype:18,joinorder,24b,3140339,13
prototype:18,joinorder,24b,50011,1
prototype:18,joinorder,24b,901343,19
prototype:18,joinorder,25a,1380035,80540
prototype:18,joinorder,25a,2528312,91067
prototype:18,joinorder,25a,4523930,337523
prototype:18,joinorder,25a,1244716,3737
prototype:18,joinorder,25a,3184466,2756
prototype:18,joinorder,25b,30801,23
prototype:18,joinorder,25b,1380035,30
prototype:18,joinorder,25b,4523930,74
prototype:18,joinorder,25b,1244716,3
prototype:18,joinorder,25b,3184466,2
prototype:18,joinorder,25c,1380035,847345
prototype:18,joinorder,25c,2528312,1451947
prototype:18,joinorder,25c,4523930,1962318
prototype:18,joinorder,25c,1244716,23699
prototype:18,joinorder,25c,3184466,11175
prototype:18,joinorder,26a,2528312,44459
prototype:18,joinorder,26a,135086,1111
prototype:18,joinorder,26a,36244344,37085
prototype:18,joinorder,26a,3140339,13229
prototype:18,joinorder,26a,4167491,995
prototype:18,joinorder,26b,1012920,3593
prototype:18,joinorder,26b,135086,257
prototype:18,joinorder,26b,36244344,1334
prototype:18,joinorder,26b,3140339,367
prototype:18,joinorder,26c,2528312,44459
prototype:18,joinorder,26c,135086,9105
prototype:18,joinorder,26c,1380035,2798
prototype:18,joinorder,26c,36244344,131004
prototype:18,joinorder,26c,3140339,122230
prototype:18,joinorder,27a,29997,9054
prototype:18,joinorder,27a,9054,1342
prototype:18,joinorder,27a,910581,47
prototype:18,joinorder,27a,135086,7
prototype:18,joinorder,27a,1271989,35
prototype:18,joinorder,27a,234997,17
prototype:18,joinorder,27a,4523930,39
prototype:18,joinorder,27b,29997,9054
prototype:18,joinorder,27b,9054,1342
prototype:18,joinorder,27b,46583,7
prototype:18,joinorder,27b,135086,3
prototype:18,joinorder,27b,1271989,10
prototype:18,joinorder,27b,234997,9
prototype:18,joinorder,27b,4523930,14
prototype:18,joinorder,27c,29997,294
prototype:18,joinorder,27c,2528312,29
prototype:18,joinorder,27c,135086,13
prototype:18,joinorder,27c,1271989,38
prototype:18,joinorder,27c,936223,20
prototype:18,joinorder,27c,234997,22
prototype:18,joinorder,28a,2528312,2527031
prototype:18,joinorder,28a,135086,107878
prototype:18,joinorder,28a,440138,11675
prototype:18,joinorder,28a,234997,1171
prototype:18,joinorder,28a,1380035,6069
prototype:18,joinorder,28a,4523930,47355
prototype:18,joinorder,28b,1012920,134096
prototype:18,joinorder,28b,135086,1740
prototype:18,joinorder,28b,440138,408
prototype:18,joinorder,28b,234997,151
prototype:18,joinorder,28b,308267,50
prototype:18,joinorder,28b,4523930,1132
prototype:18,joinorder,28c,1012920,1012423
prototype:18,joinorder,28c,135086,86904
prototype:18,joinorder,28c,440138,14295
