Aggregate,6000035,2,6000040.0,1500000,2,6000040.0,735253720,REFERENCE,AggregateHash,0.5,,92,1,1,id,0
Aggregate,6000035,2,6000040.0,1500000,2,6000040.0,743601479,REFERENCE,AggregateHash,0.5,,92,1,1,id,0
Aggregate,6000035,2,6000040.0,1500000,2,6000040.0,737224838,REFERENCE,AggregateHash,0.5,,92,1,1,id,0
Aggregate,6000035,2,6000040.0,1500000,2,6000040.0,727862009,REFERENCE,AggregateHash,0.5,,92,1,1,id,0
Aggregate,6000035,2,6000040.0,1500000,2,6000040.0,739552379,REFERENCE,AggregateHash,0.5,,92,1,1,id,0
Aggregate,6000035,2,6000040.0,1500000,3,6000040.0,968224495,REFERENCE,AggregateHash,0.5,,92,1,2,id,0
Aggregate,6000035,2,6000040.0,1500000,3,6000040.0,940416371,REFERENCE,AggregateHash,0.5,,92,1,2,id,0
Aggregate,6000035,2,6000040.0,1500000,3,6000040.0,965718359,REFERENCE,AggregateHash,0.5,,92,1,2,id,0
Aggregate,6000035,2,6000040.0,1500000,3,6000040.0,919602117,REFERENCE,AggregateHash,0.5,,92,1,2,id,0
Aggregate,6000035,2,6000040.0,1500000,3,6000040.0,973744688,REFERENCE,AggregateHash,0.5,,92,1,2,id,0
Aggregate,6000035,2,6000040.0,1500000,4,6000040.0,1148575966,REFERENCE,AggregateHash,0.5,,92,1,3,id,0
Aggregate,6000035,2,6000040.0,1500000,4,6000040.0,1183793751,REFERENCE,AggregateHash,0.5,,92,1,3,id,0
Aggregate,6000035,2,6000040.0,1500000,4,6000040.0,1132254402,REFERENCE,AggregateHash,0.5,,92,1,3,id,0
Aggregate,6000035,2,6000040.0,1500000,4,6000040.0,1140662159,REFERENCE,AggregateHash,0.5,,92,1,3,id,0
Aggregate,6000035,2,6000040.0,1500000,4,6000040.0,1115230608,REFERENCE,AggregateHash,0.5,,92,1,3,id,0
