HOSTNAME,JOIN,PHASE,PARTITION_COUNT,RUN_ID,RUNTIME_MS
nx05,HashJoin,"3 - ProbeSidePartitioning",2048,5,2099
nx05,HashJoin,"4 - Joining",2048,5,2948
nx05,HashJoin,"1 - HashTableBuild",2048,6,4313
nx05,HashJoin,"2 - HashTableFinalization",2048,6,12711
nx05,HashJoin,"3 - ProbeSidePartitioning",2048,6,2089
nx05,HashJoin,"4 - Joining",2048,6,2957
nx05,HashJoin,"1 - HashTableBuild",2048,7,4280
nx05,HashJoin,"2 - HashTableFinalization",2048,7,12711
nx05,HashJoin,"3 - ProbeSidePartitioning",2048,7,2091
nx05,HashJoin,"4 - Joining",2048,7,3005
nx05,HashJoin,"1 - HashTableBuild",2048,8,4264
nx05,HashJoin,"2 - HashTableFinalization",2048,8,12738
nx05,HashJoin,"3 - ProbeSidePartitioning",2048,8,2093
nx05,HashJoin,"4 - Joining",2048,8,3017
nx05,HashJoin,"1 - HashTableBuild",2048,9,4291
nx05,HashJoin,"2 - HashTableFinalization",2048,9,12731
nx05,HashJoin,"3 - ProbeSidePartitioning",2048,9,2110
nx05,HashJoin,"4 - Joining",2048,9,2958
