HOSTNAME,JOIN,PHASE,PARTITION_COUNT,RUN_ID,RUNTIME_MS
cx28,HashJoin,"1 - HashTableBuild",8,0,4695
cx28,HashJoin,"2 - HashTableFinalization",8,0,9045
cx28,HashJoin,"3 - ProbeSidePartitioning",8,0,2207
cx28,HashJoin,"4 - Joining",8,0,3723
cx28,HashJoin,"1 - HashTableBuild",8,1,5437
cx28,HashJoin,"2 - HashTableFinalization",8,1,9446
cx28,HashJoin,"3 - ProbeSidePartitioning",8,1,2144
cx28,HashJoin,"4 - Joining",8,1,3635
cx28,HashJoin,"1 - HashTableBuild",8,2,5437
cx28,HashJoin,"2 - HashTableFinalization",8,2,9654
cx28,HashJoin,"3 - ProbeSidePartitioning",8,2,2179
cx28,HashJoin,"4 - Joining",8,2,3606
cx28,HashJoin,"1 - HashTableBuild",8,3,5401
cx28,HashJoin,"2 - HashTableFinalization",8,3,9349
cx28,HashJoin,"3 - ProbeSidePartitioning",8,3,2145
cx28,HashJoin,"4 - Joining",8,3,3624
cx28,HashJoin,"1 - HashTableBuild",8,4,5324
cx28,HashJoin,"2 - HashTableFinalization",8,4,9295
cx28,HashJoin,"3 - ProbeSidePartitioning",8,4,2138
cx28,HashJoin,"4 - Joining",8,4,3618
cx28,HashJoin,"1 - HashTableBuild",8,5,5305
cx28,HashJoin,"2 - HashTableFinalization",8,5,9677
cx28,HashJoin,"3 - ProbeSidePartitioning",8,5,2141
cx28,HashJoin,"4 - Joining",8,5,3625
cx28,HashJoin,"1 - HashTableBuild",8,6,5466
cx28,HashJoin,"2 - HashTableFinalization",8,6,9310
cx28,HashJoin,"3 - ProbeSidePartitioning",8,6,2138
cx28,HashJoin,"4 - Joining",8,6,3609
cx28,HashJoin,"1 - HashTableBuild",8,7,5462
cx28,HashJoin,"2 - HashTableFinalization",8,7,9325
cx28,HashJoin,"3 - ProbeSidePartitioning",8,7,2140
cx28,HashJoin,"4 - Joining",8,7,3626
