HOSTNAME,JOIN,PHASE,PARTITION_COUNT,RUN_ID,RUNTIME_MS
cx26,HashJoin,"2 - HashTableFinalization",8,8,9314
cx26,HashJoin,"3 - ProbeSidePartitioning",8,8,2028
cx26,HashJoin,"4 - Joining",8,8,3516
cx26,HashJoin,"1 - HashTableBuild",8,9,5354
cx26,HashJoin,"2 - HashTableFinalization",8,9,9217
cx26,HashJoin,"3 - ProbeSidePartitioning",8,9,2033
cx26,HashJoin,"4 - Joining",8,9,3511
cx26,HashJoin,"1 - HashTableBuild",16,0,5366
cx26,HashJoin,"2 - HashTableFinalization",16,0,9273
cx26,HashJoin,"3 - ProbeSidePartitioning",16,0,1998
cx26,HashJoin,"4 - Joining",16,0,3783
cx26,HashJoin,"1 - HashTableBuild",16,1,5391
cx26,HashJoin,"2 - HashTableFinalization",16,1,9269
cx26,HashJoin,"3 - ProbeSidePartitioning",16,1,2000
cx26,HashJoin,"4 - Joining",16,1,3831
cx26,HashJoin,"1 - HashTableBuild",16,2,5408
cx26,HashJoin,"2 - HashTableFinalization",16,2,9224
cx26,HashJoin,"3 - ProbeSidePartitioning",16,2,2000
cx26,HashJoin,"4 - Joining",16,2,3710
cx26,HashJoin,"1 - HashTableBuild",16,3,5356
cx26,HashJoin,"2 - HashTableFinalization",16,3,9672
cx26,HashJoin,"3 - ProbeSidePartitioning",16,3,1999
cx26,HashJoin,"4 - Joining",16,3,3759
cx26,HashJoin,"1 - HashTableBuild",16,4,5425
cx26,HashJoin,"2 - HashTableFinalization",16,4,9291
cx26,HashJoin,"3 - ProbeSidePartitioning",16,4,1999
cx26,HashJoin,"4 - Joining",16,4,3782
cx26,HashJoin,"1 - HashTableBuild",16,5,5417
cx26,HashJoin,"2 - HashTableFinalization",16,5,9238
cx26,HashJoin,"3 - ProbeSidePartitioning",16,5,1998
cx26,HashJoin,"4 - Joining",16,5,3745
cx26,HashJoin,"1 - HashTableBuild",16,6,5104
cx26,HashJoin,"2 - HashTableFinalization",16,6,11202
cx26,HashJoin,"3 - ProbeSidePartitioning",16,6,1996
cx26,HashJoin,"4 - Joining",16,6,3799
cx26,HashJoin,"1 - HashTableBuild",16,7,5421
cx26,HashJoin,"2 - HashTableFinalization",16,7,9284
cx26,HashJoin,"3 - ProbeSidePartitioning",16,7,1999
cx26,HashJoin,"4 - Joining",16,7,3849
cx26,HashJoin,"1 - HashTableBuild",16,8,5077
cx26,HashJoin,"2 - HashTableFinalization",16,8,10049
cx26,HashJoin,"3 - ProbeSidePartitioning",16,8,1996
cx26,HashJoin,"4 - Joining",16,8,3728
cx26,HashJoin,"1 - HashTableBuild",16,9,5130
cx26,HashJoin,"2 - HashTableFinalization",16,9,9299
cx26,HashJoin,"3 - ProbeSidePartitioning",16,9,1994
cx26,HashJoin,"4 - Joining",16,9,3772
cx26,HashJoin,"1 - HashTableBuild",32,0,5181
cx26,HashJoin,"2 - HashTableFinalization",32,0,9269
cx26,HashJoin,"3 - ProbeSidePartitioning",32,0,1977
cx26,HashJoin,"4 - Joining",32,0,3950
cx26,HashJoin,"1 - HashTableBuild",32,1,4998
cx26,HashJoin,"2 - HashTableFinalization",32,1,10477
cx26,HashJoin,"3 - ProbeSidePartitioning",32,1,1979
cx26,HashJoin,"4 - Joining",32,1,3986
cx26,HashJoin,"1 - HashTableBuild",32,2,5177
cx26,HashJoin,"2 - HashTableFinalization",32,2,9833
cx26,HashJoin,"3 - ProbeSidePartitioning",32,2,1975
cx26,HashJoin,"4 - Joining",32,2,3962
cx26,HashJoin,"1 - HashTableBuild",32,3,5217
cx26,HashJoin,"2 - HashTableFinalization",32,3,9908
cx26,HashJoin,"3 - ProbeSidePartitioning",32,3,1977
cx26,HashJoin,"4 - Joining",32,3,3831
cx26,HashJoin,"1 - HashTableBuild",32,4,5226
cx26,HashJoin,"2 - HashTableFinalization",32,4,10915
cx26,HashJoin,"3 - ProbeSidePartitioning",32,4,1980
cx26,HashJoin,"4 - Joining",32,4,3826
cx26,HashJoin,"1 - HashTableBuild",32,5,5148
cx26,HashJoin,"2 - HashTableFinalization",32,5,9298
cx26,HashJoin,"3 - ProbeSidePartitioning",32,5,1976
cx26,HashJoin,"4 - Joining",32,5,3835
cx26,HashJoin,"1 - HashTableBuild",32,6,5250
cx26,HashJoin,"2 - HashTableFinalization",32,6,9255
cx26,HashJoin,"3 - ProbeSidePartitioning",32,6,1980
cx26,HashJoin,"4 - Joining",32,6,3970
cx26,HashJoin,"1 - HashTableBuild",32,7,5231
cx26,HashJoin,"2 - HashTableFinalization",32,7,11269
cx26,HashJoin,"3 - ProbeSidePartitioning",32,7,1981
cx26,HashJoin,"4 - Joining",32,7,3816
cx26,HashJoin,"1 - HashTableBuild",32,8,5282
cx26,HashJoin,"2 - HashTableFinalization",32,8,9275
cx26,HashJoin,"3 - ProbeSidePartitioning",32,8,1977
cx26,HashJoin,"4 - Joining",32,8,3810
cx26,HashJoin,"1 - HashTableBuild",32,9,5184
cx26,HashJoin,"2 - HashTableFinalization",32,9,9945
cx26,HashJoin,"3 - ProbeSidePartitioning",32,9,1979
cx26,HashJoin,"4 - Joining",32,9,3829
cx26,HashJoin,"1 - HashTableBuild",64,0,5188
cx26,HashJoin,"2 - HashTableFinalization",64,0,9391
cx26,HashJoin,"3 - ProbeSidePartitioning",64,0,1961
cx26,HashJoin,"4 - Joining",64,0,3207
cx26,HashJoin,"1 - HashTableBuild",64,1,5226
cx26,HashJoin,"2 - HashTableFinalization",64,1,9286
cx26,HashJoin,"3 - ProbeSidePartitioning",64,1,1961
cx26,HashJoin,"4 - Joining",64,1,3136
cx26,HashJoin,"1 - HashTableBuild",64,2,5214
cx26,HashJoin,"2 - HashTableFinalization",64,2,10187
cx26,HashJoin,"3 - ProbeSidePartitioning",64,2,1962
cx26,HashJoin,"4 - Joining",64,2,3379
cx26,HashJoin,"1 - HashTableBuild",64,3,5244
cx26,HashJoin,"2 - HashTableFinalization",64,3,9390
cx26,HashJoin,"3 - ProbeSidePartitioning",64,3,1961
cx26,HashJoin,"4 - Joining",64,3,3207
cx26,HashJoin,"1 - HashTableBuild",64,4,5319
cx26,HashJoin,"2 - HashTableFinalization",64,4,9333
cx26,HashJoin,"3 - ProbeSidePartitioning",64,4,1963
cx26,HashJoin,"4 - Joining",64,4,3411
cx26,HashJoin,"1 - HashTableBuild",64,5,5158
cx26,HashJoin,"2 - HashTableFinalization",64,5,10391
cx26,HashJoin,"3 - ProbeSidePartitioning",64,5,1963
cx26,HashJoin,"4 - Joining",64,5,3248
cx26,HashJoin,"1 - HashTableBuild",64,6,5237
cx26,HashJoin,"2 - HashTableFinalization",64,6,10027
cx26,HashJoin,"3 - ProbeSidePartitioning",64,6,1963
cx26,HashJoin,"4 - Joining",64,6,3385
cx26,HashJoin,"1 - HashTableBuild",64,7,5258
cx26,HashJoin,"2 - HashTableFinalization",64,7,10016
cx26,HashJoin,"3 - ProbeSidePartitioning",64,7,1963
cx26,HashJoin,"4 - Joining",64,7,3389
cx26,HashJoin,"1 - HashTableBuild",64,8,5266
cx26,HashJoin,"2 - HashTableFinalization",64,8,10493
cx26,HashJoin,"3 - ProbeSidePartitioning",64,8,1961
cx26,HashJoin,"4 - Joining",64,8,3226
cx26,HashJoin,"1 - HashTableBuild",64,9,5238
cx26,HashJoin,"2 - HashTableFinalization",64,9,9297
cx26,HashJoin,"3 - ProbeSidePartitioning",64,9,1962
cx26,HashJoin,"4 - Joining",64,9,3148
cx26,HashJoin,"1 - HashTableBuild",128,0,5244
cx26,HashJoin,"2 - HashTableFinalization",128,0,9591
cx26,HashJoin,"3 - ProbeSidePartitioning",128,0,1941
cx26,HashJoin,"4 - Joining",128,0,2376
cx26,HashJoin,"1 - HashTableBuild",128,1,5203
cx26,HashJoin,"2 - HashTableFinalization",128,1,10482
cx26,HashJoin,"3 - ProbeSidePartitioning",128,1,1940
cx26,HashJoin,"4 - Joining",128,1,2779
cx26,HashJoin,"1 - HashTableBuild",128,2,5300
cx26,HashJoin,"2 - HashTableFinalization",128,2,9838
cx26,HashJoin,"3 - ProbeSidePartitioning",128,2,1942
cx26,HashJoin,"4 - Joining",128,2,2774
cx26,HashJoin,"1 - HashTableBuild",128,3,5308
cx26,HashJoin,"2 - HashTableFinalization",128,3,9981
cx26,HashJoin,"3 - ProbeSidePartitioning",128,3,1944
